[DEBUG] 2021-02-19 15:29:02.098 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-19 15:29:02.106 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-19 15:29:02.111 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-19 15:29:02.213 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-19 15:29:02.217 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-19 15:29:02.483 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-19 15:29:02.487 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-19 15:29:02.526 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-19 15:29:02.917 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-19 15:29:02.943 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-19 15:29:02.944 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-02-19 15:29:02.965 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-02-19 15:29:03.139 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3db64bd4
[DEBUG] 2021-02-19 15:29:03.140 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@3db64bd4
[DEBUG] 2021-02-19 15:29:03.140 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@3db64bd4
[DEBUG] 2021-02-19 15:29:03.140 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@5a8ba37c
[DEBUG] 2021-02-19 15:29:03.141 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@352e787a
[DEBUG] 2021-02-19 15:29:03.141 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@385ef531
[DEBUG] 2021-02-19 15:29:03.142 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2301b75
[DEBUG] 2021-02-19 15:29:03.142 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@2301b75
[DEBUG] 2021-02-19 15:29:03.142 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@2301b75
[DEBUG] 2021-02-19 15:29:03.144 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@4930539b
[DEBUG] 2021-02-19 15:29:03.144 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@4930539b
[DEBUG] 2021-02-19 15:29:03.144 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@4930539b
[DEBUG] 2021-02-19 15:29:03.145 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@29a4f594
[DEBUG] 2021-02-19 15:29:03.145 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@29a4f594
[DEBUG] 2021-02-19 15:29:03.145 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@29a4f594
[DEBUG] 2021-02-19 15:29:03.146 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@44cb460e
[DEBUG] 2021-02-19 15:29:03.146 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@44cb460e
[DEBUG] 2021-02-19 15:29:03.146 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@44cb460e
