[DEBUG] 2021-02-19 21:45:41.837 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-19 21:45:41.844 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-19 21:45:41.847 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-19 21:45:41.932 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-19 21:45:41.937 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-19 21:45:42.269 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-19 21:45:42.271 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-19 21:45:42.274 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-19 21:45:42.520 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-19 21:45:42.541 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-19 21:45:42.542 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-02-19 21:45:42.559 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-02-19 21:45:42.712 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2bc9a775
[DEBUG] 2021-02-19 21:45:42.712 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@2bc9a775
[DEBUG] 2021-02-19 21:45:42.712 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@2bc9a775
[DEBUG] 2021-02-19 21:45:42.713 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@2ab2710
[DEBUG] 2021-02-19 21:45:42.713 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@6818d900
[DEBUG] 2021-02-19 21:45:42.713 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@31e72cbc
[DEBUG] 2021-02-19 21:45:42.714 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5bca7664
[DEBUG] 2021-02-19 21:45:42.714 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5bca7664
[DEBUG] 2021-02-19 21:45:42.714 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@5bca7664
[DEBUG] 2021-02-19 21:45:42.715 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@78830d9a
[DEBUG] 2021-02-19 21:45:42.715 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@78830d9a
[DEBUG] 2021-02-19 21:45:42.715 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@78830d9a
[DEBUG] 2021-02-19 21:45:42.716 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@7ad54c55
[DEBUG] 2021-02-19 21:45:42.716 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@7ad54c55
[DEBUG] 2021-02-19 21:45:42.716 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@7ad54c55
[DEBUG] 2021-02-19 21:45:42.717 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@34a0ef00
