[DEBUG] 2021-02-19 21:06:14.427 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-02-19 21:06:14.432 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-02-19 21:06:14.436 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-02-19 21:06:14.517 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-02-19 21:06:14.519 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-02-19 21:06:14.707 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-02-19 21:06:14.708 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-02-19 21:06:14.711 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-02-19 21:06:14.981 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-02-19 21:06:15.000 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-02-19 21:06:15.002 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-02-19 21:06:15.023 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-02-19 21:06:15.168 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@6e91893
[DEBUG] 2021-02-19 21:06:15.169 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@6e91893
[DEBUG] 2021-02-19 21:06:15.169 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@6e91893
[DEBUG] 2021-02-19 21:06:15.169 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@1a35993f
[DEBUG] 2021-02-19 21:06:15.170 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@7cf162bc
[DEBUG] 2021-02-19 21:06:15.170 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@14e2e1c3
[DEBUG] 2021-02-19 21:06:15.171 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1f38957
[DEBUG] 2021-02-19 21:06:15.171 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@1f38957
[DEBUG] 2021-02-19 21:06:15.171 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@1f38957
[DEBUG] 2021-02-19 21:06:15.172 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@6136998b
[DEBUG] 2021-02-19 21:06:15.173 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@6136998b
[DEBUG] 2021-02-19 21:06:15.173 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@6136998b
[DEBUG] 2021-02-19 21:06:15.174 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6892cc6f
[DEBUG] 2021-02-19 21:06:15.174 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@6892cc6f
[DEBUG] 2021-02-19 21:06:15.174 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@6892cc6f
[DEBUG] 2021-02-19 21:06:15.175 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@ae7950d
[DEBUG] 2021-02-19 21:06:15.175 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@ae7950d
[DEBUG] 2021-02-19 21:06:15.175 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@ae7950d
[DEBUG] 2021-02-19 21:06:15.176 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4dafba3e
[DEBUG] 2021-02-19 21:06:15.176 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@4dafba3e
[DEBUG] 2021-02-19 21:06:15.176 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@4dafba3e
[DEBUG] 2021-02-19 21:06:15.177 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@676ff3b0
[DEBUG] 2021-02-19 21:06:15.177 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@676ff3b0
[DEBUG] 2021-02-19 21:06:15.177 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@676ff3b0
[DEBUG] 2021-02-19 21:06:15.178 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@65bcf7c2
[DEBUG] 2021-02-19 21:06:15.178 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@65bcf7c2
[DEBUG] 2021-02-19 21:06:15.178 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@65bcf7c2
